Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading
745,"491 (65.90%)","254 (34.09%)","57.45 USD","-45.59 USD","3,248.83 USD (344,274 pips)","-1,705.90 USD (159,746 pips)","43 (101.14 USD)","124.46 USD (4)",0.19,"100.00%","8.24%","24 hours ago",10,"7 days",12.04,"355 (47.65%)","390 (52.35%)",1.90,"2.07 USD","6.62 USD","-6.72 USD","8 (-34.22 USD)","-75.82 USD (6)","3.29%","39.91%","73%"
